fatieshijian,id,title,zuihouhuifu,zuozhe
12-23,600893,"银河证券--航空动力:3季度业绩大幅好转,全年增长无忧【公司研究】",12-23,不是臭肉
12-23,600893,"申万宏源--航空动力公告点评:发行股份购买资产并配套融资通过证监会审核,目标价上调为30元,买入!【公司研究】",12-23,赏金螃蟹
11-04,600893,"华金证券--中航动力:配套波动引收入微调,关注资产整合和两机专项【公司研究】",11-29,人人都乐
11-02,600893,"银河证券--中航动力:航空发动机迎来大时代,公司显著受益【公司研究】",01-19,火鸡烧到毛
03-16,002190,"华金证券--成飞集成:17年继续扩张产能,锂电潜在龙头【公司研究】",10-29,翅膀熊
02-14,002190,"太平洋--成飞集成:动力电池业绩稳增,未来持续看好【公司研究】",10-29,左尔一
01-17,002190,"光大证券--成飞集成:军转民典范,新能源先锋【公司研究】",09-13,敏敏凝香
12-23,002190,"天相投资--成飞集成:汽车零部件业务成新亮点,高调介入新能源电池领域【公司研究】",12-23,月棋薇宁
12-23,002190,"天相投资--成飞集成:数控加工收入增加,模具业务回暖【公司研究】",12-23,肥斑马
12-23,002190,天相投资--成飞集成:汽车模具收入将在今年大幅增加【公司研究】,12-23,比舔的都干净
12-23,002190,天相投资--成飞集成:汽车模具收入改善料在明年二季度【公司研究】,12-23,代写论文
12-23,002190,国信证券--成飞集成09年3季报点评:内生和外延双轮驱动助推成长【公司研究】,12-23,青菜1009
12-23,002190,东北证券--成飞集成：产品结构合理抵御风险，“汽模”业务恢复未来可期【公司研究】,12-23,流亦华年
12-23,002190,上海证券--成飞集成：三轮驱动，亮点纷呈【公司研究】,12-23,砂土中的小布熊
12-23,002190,国信证券--成飞集成：军工板块中的估值洼地【公司研究】,09-13,伯爵大人祭
12-23,002190,天相投资--成飞集成：业绩下滑料在下半年有所显现【公司研究】,12-23,猫伊
12-23,002190,长江证券--成飞集成(002190)：新股上市点评【公司研究】,12-23,imhbwyjoan
12-23,002190,长城证券--成飞集成：打造中高端汽车模具龙头 08年值得期待【公司研究】,12-23,血色招魂曲
12-23,002190,天相投资--成飞集成（002190）：汽车覆盖件模具业务瓶颈现象明显【公司研究】,12-23,傻哥炒股
12-23,002190,天相投资--成飞集成(002190)新股分析报告：央企嫡传，腾飞在即【公司研究】,12-23,论坛爱股
12-23,002190,德邦证券--成飞集成(002190)：新股定价参考【公司研究】,12-23,若蕊兔子
12-23,002190,西南证券--成飞集成：合理价格12~15元【公司研究】,12-23,蓝死人
12-23,002190,光大证券--成飞集成(002190)：定位中高端的汽车覆盖件模具生产商【公司研究】,12-23,军校临时员
12-23,002190,平安证券--成飞集成：专心打造国内中高端汽车模具龙头【公司研究】,12-23,二弱点
12-23,002190,申万宏源--成飞集成（002190）：军品技术打造汽车模具龙头，建议询价区间8.48-10.18 元【公司研究】,12-23,罗索斯看盘
12-23,002190,国金证券--成飞集成：技术领先的中高端模具行业龙头【公司研究】,12-23,罗刹鬼舞
12-23,002190,天相投资--成飞集成（002190）： 汽车模具业务亟待突破【公司研究】,12-23,花狐狸22
12-23,002190,中航证券--成飞集成：业绩取决于产能释放【公司研究】,12-23,完善小额
12-09,002190,"华金证券--成飞集成:被遗忘的锂电王者,强势回归!【公司研究】",12-24,瑟朵啦啦
01-09,002190,"中信建投证券--成飞集成:航空防务装备巨头腾飞在即,军工板块有望整体走强【公司研究】",01-09,赏金螃蟹
01-09,002190,"银河证券--成飞集成:重组为航空防务平台,投资价值大幅提升【公司研究】",01-09,堕天使怕谁
01-09,002190,"长城证券--成飞集成:重组方案公布,未来防务公司唯一平台【公司研究】",01-09,旋转木马416
01-08,002190,世纪证券--成飞集成之”中航锂电”调研简报:预计明年锂电池业务将会好转【公司研究】,10-29,战警相似
01-04,002190,"世纪证券--成飞集成调研报告:汽车模具业务基本稳定,未来增长看锂电【公司研究】",11-17,小橘子真甜
01-04,002190,"光大证券--成飞集成:光明的未来,曲折的道路【公司研究】",11-17,秋雨微澜
01-04,002190,"中山证券--成飞集成:国际市场拓展得力,锂电业务等待发力【公司研究】",11-17,红猫猫
01-04,002190,中信建投证券--成飞集成:成飞集成公布重组草案【公司研究】,11-17,谢谢我吧
01-04,002190,中信建投证券--成飞集成终止重组点评【公司研究】,01-04,蒙面力鲨
01-04,002190,华融证券--成飞集成:军工资产证券化遇重大挫折【公司研究】,11-17,最恶心的股票
03-19,600760,"安信证券--中航沈飞年报点评:沈飞公司归母净利增速14.90%,均衡生产有望继续提速【公司研究】",03-19,三月焰火
03-18,600760,"广发证券--中航沈飞:业绩符合预期,待交付产品增幅较大【公司研究】",03-18,就为寻找
03-18,600760,"东吴证券--中航沈飞:业绩稳定增长,储备存货导致现金流下滑【公司研究】",03-18,大爱有边
03-18,600760,"国海证券--中航沈飞事件点评:国防建设加速,业绩快速增长【公司研究】",03-18,暖暖炒股
03-15,600760,"开源证券--中航沈飞:军队装备更新支撑发展,军工体制改革释放潜力【公司研究】",03-15,漂亮吗哦
11-30,600760,"东兴证券--中航沈飞事件点评:歼-11D再试飞,守得云开见月明【公司研究】",11-30,心落百花
10-25,600760,"浙商证券--中航沈飞2018年三季报点评:均衡生产效果显著,全年业绩有望超预期【公司研究】",10-25,龙须糖
10-24,600760,"申万宏源--中航沈飞:三季度均衡交付按期完成,全年业绩高增长确定【公司研究】",10-24,极品路人甲
10-23,600760,"国海证券--中航沈飞事件点评:需求增加均衡生产,业绩增长资金改善【公司研究】",10-23,璞素
09-14,600760,"浙商证券--中航沈飞深度报告:战斗机龙头上市,发展进入快车道【公司研究】",09-15,人太忙
09-12,600760,"广发证券--中航沈飞:上半年收入快速增长,均衡交付效果显著【公司研究】",09-12,慕容颜烟
09-05,600760,"东北证券--中航沈飞:均衡生产效果明显,业绩同比大幅改善【公司研究】",09-05,大爱有边
09-04,600760,"安信证券--中航沈飞:均衡生产持续推进,营业收入及归母净利大幅增长【公司研究】",09-04,京呱呱
09-03,600760,"申万宏源--中航沈飞:半年度均衡交付按期完成,坚定看好全年业绩增长【公司研究】",09-03,雨后的物价
09-03,600760,"国海证券--中航沈飞事件点评:均衡交付提升效率,产品放量保障增长【公司研究】",09-03,暮寻蓝水滨
08-31,600760,光大证券--中航沈飞2018年中报点评:均衡生产促中期业绩大增【公司研究】,08-31,哥们好久不见
08-29,600760,"安信证券--中航沈飞:千磨万击还坚劲,任尔东西南北风【公司研究】",08-29,深秋的早晨
07-27,600760,"国海证券--中航沈飞深度报告:海空军需求共振,空中战斗力建设核心支撑【公司研究】",07-27,朔夜星寒
07-26,600760,东兴证券--中航沈飞系列报告之七:从脉动装配线看沈飞【公司研究】,07-26,西班牙儿歌
07-09,600760,"东北证券--中航沈飞:中国歼击机摇篮,业绩弹性较大【公司研究】",07-09,山寨功夫王
07-06,600760,东兴证券--中航沈飞系列报告之六:从无人机发展看沈飞【公司研究】,07-06,半升酸奶
07-06,600760,东兴证券--中航沈飞系列报告之五:从歼-31看沈飞【公司研究】,07-06,深上市公司
06-26,600760,东兴证券--中航沈飞事件点评-中航沈飞系列报告之四:从F-35的产量与定价看沈飞【公司研究】,06-26,捧腹大笑
06-15,600760,东兴证券--中航沈飞系列报告之二:从成飞发展看沈飞【公司研究】,06-16,残骸的风
06-15,600760,东兴证券--中航沈飞系列报告之一:中航沈飞曾经的两次业绩高峰【公司研究】,06-16,慕野已诺
06-08,600760,"长江证券--中航沈飞:扶摇直上九万里,鹰击长空正有时【公司研究】",06-08,毅文宁
05-22,600760,"光大证券--中航沈飞2018年股权激励草案点评:开总装股权激励先河,启未来盈利提升希望【公司研究】",05-22,月风撩娆
05-18,600760,"中国银河证券--中航沈飞:公司业务迎发展,员工激励正当时【公司研究】",05-18,直线大涨
05-17,600760,"安信证券--中航沈飞:股权激励计划公布,助力经营效率提升【公司研究】",05-17,我就爱赚钱
05-17,600760,"国海证券--中航沈飞事件点评:股权激励推出,发展再添动力【公司研究】",05-17,善款去向
05-17,600760,"申万宏源--中航沈飞:限制性股票激励计划发布,坚定看好公司未来股价表现【公司研究】",05-17,罗刹鬼舞
05-17,600760,"东吴证券--中航沈飞:发布股权激励计划,进入业绩释放和兑现期【公司研究】",05-17,风回小院亭芜绿
05-04,600760,"东吴证券--中航沈飞:收入利润大幅提升,成本费用率趋稳【公司研究】",05-04,八神夜月
04-19,600760,东吴证券--中航沈飞深度报告:主力战机列装带动业务快速发展【公司研究】,04-19,苏醒尔
04-16,600760,"申万宏源--中航沈飞:业绩弹性新突破,重型战机傲九天【公司研究】",04-16,娃面海盗
04-04,600760,"中信建投证券--中航沈飞:歼击机唯一上市平台,需求饱满助业绩稳增【公司研究】",04-09,喜太朗
04-04,600760,"安信证券--中航沈飞:17年归母净利润7.07亿,同比增长25.58%【公司研究】",04-04,朱一剑
04-03,600760,"东吴证券--中航沈飞年报点评:业绩稳步增长,预收大增体现产品需求旺盛【公司研究】",04-03,慕野已诺
03-13,600760,安信证券--中航沈飞:雄鹰展翅六十载鹏程万里领风骚【公司研究】,03-13,老虎油我
02-01,600760,"安信证券--中航沈飞:2017年预计归母净7.06亿,超市场预期【公司研究】",02-01,夕水怜月
01-30,600760,"国信证券--中航沈飞2017年年度业绩预告点评:业绩持续增长,核心航空防务资产迎来快速发展期【公司研究】",01-30,和花心
01-30,600760,"国海证券--中航沈飞动态点评:战斗机龙头出击,充分受益国防现代化建设【公司研究】",01-30,豆子好吃
01-30,600760,"中银国际证券--中航沈飞业绩预告点评:净利润超预期,但估值仍偏高,建议谨慎关注【公司研究】",01-30,漂亮吗哦
01-29,600760,"光大证券--中航沈飞:2017年业绩超预期,战机旗舰正式起航【公司研究】",01-29,李大哥哥哥
01-29,600760,"东吴证券--中航沈飞:沈飞集团经营状况良好,看好公司长期发展前景【公司研究】",01-29,未画完的圈
10-25,600760,"中国银河证券--中航黑豹:重组成功过会,战斗机龙头横空出世【公司研究】",11-27,不洗头
10-24,600760,"光大证券--中航黑豹:重组过会,成战斗机第一股【公司研究】",10-24,加油明天
08-23,600760,"太平洋--中航黑豹:传统主业同比减亏,沈飞注入前景可期【公司研究】",08-27,佛栀子
04-12,600760,"光大证券--中航黑豹:发布重组草案,沈飞上市稳步推进【公司研究】",06-26,厄地马拉
03-08,600760,"国信证券--*ST黑豹年报点评:退市风险消除,共和国长子注入打造战机第一股【公司研究】",06-26,懒懒上网
03-06,600760,"光大证券--*ST黑豹:摘帽在即,值得配置【公司研究】",03-07,恨天归墟
01-18,600760,光大证券--*ST黑豹:中国战斗机巨头横空出世【公司研究】,03-15,不良循环
12-23,600760,天相投资--东安黑豹:4季度毛利率下滑+全年业绩低于预期【公司研究】,12-23,千寻千北
12-23,600760,"天相投资--东安黑豹:继续受益政策支持,第3季度营业收入同比增长【公司研究】",12-23,武兔兔
